class,prompt_id,prompt_text,iteration,filename,filepath,model,status,timestamp
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",10,nano_NORM_NORM_01_010.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_010.png,gemini-3-pro-image,success,2026-05-30T21:56:24.994095
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",11,nano_NORM_NORM_01_011.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_011.png,gemini-3-pro-image,success,2026-05-30T21:58:07.987816
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",12,nano_NORM_NORM_01_012.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_012.png,gemini-3-pro-image,success,2026-05-30T21:58:37.570319
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",13,nano_NORM_NORM_01_013.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_013.png,gemini-3-pro-image,success,2026-05-30T21:59:07.881813
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",14,nano_NORM_NORM_01_014.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_014.png,gemini-3-pro-image,success,2026-05-30T21:59:41.311790
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",15,nano_NORM_NORM_01_015.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_015.png,gemini-3-pro-image,success,2026-05-30T22:00:09.341841
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",16,nano_NORM_NORM_01_016.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_016.png,gemini-3-pro-image,success,2026-05-30T22:01:48.011147
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",17,nano_NORM_NORM_01_017.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_017.png,gemini-3-pro-image,success,2026-05-30T22:02:18.514957
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",18,nano_NORM_NORM_01_018.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_018.png,gemini-3-pro-image,success,2026-05-30T22:02:49.036434
NORM,NORM_01,"A standard 12-lead clinical ECG printout showing normal sinus rhythm at 72 beats per minute. Regular P waves preceding each QRS complex, narrow QRS duration of 80ms, normal PR interval of 160ms, upright T waves in lateral leads. ECG paper with pink grid lines, black waveform tracing.",19,nano_NORM_NORM_01_019.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_01_019.png,gemini-3-pro-image,success,2026-05-30T22:03:16.241683
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",0,nano_NORM_NORM_02_000.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_000.png,gemini-3-pro-image,success,2026-05-30T22:04:57.581882
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",1,nano_NORM_NORM_02_001.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_001.png,gemini-3-pro-image,success,2026-05-30T22:05:26.396220
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",2,nano_NORM_NORM_02_002.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_002.png,gemini-3-pro-image,success,2026-05-30T22:07:02.816811
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",3,nano_NORM_NORM_02_003.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_003.png,gemini-3-pro-image,success,2026-05-30T22:07:45.340770
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",4,nano_NORM_NORM_02_004.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_004.png,gemini-3-pro-image,success,2026-05-30T22:08:14.619063
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",5,nano_NORM_NORM_02_005.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_005.png,gemini-3-pro-image,success,2026-05-30T22:09:51.734887
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",6,nano_NORM_NORM_02_006.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_006.png,gemini-3-pro-image,success,2026-05-30T22:10:20.456739
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",7,nano_NORM_NORM_02_007.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_007.png,gemini-3-pro-image,success,2026-05-30T22:12:00.691506
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",8,nano_NORM_NORM_02_008.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_008.png,gemini-3-pro-image,success,2026-05-30T22:12:34.073396
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",9,nano_NORM_NORM_02_009.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_009.png,gemini-3-pro-image,success,2026-05-30T22:14:27.860572
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",10,nano_NORM_NORM_02_010.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_010.png,gemini-3-pro-image,success,2026-05-30T22:15:03.604154
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",11,nano_NORM_NORM_02_011.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_011.png,gemini-3-pro-image,success,2026-05-30T22:16:10.487518
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",12,nano_NORM_NORM_02_012.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_012.png,gemini-3-pro-image,success,2026-05-30T22:16:38.743103
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",13,nano_NORM_NORM_02_013.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_013.png,gemini-3-pro-image,success,2026-05-30T22:17:16.598410
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",14,nano_NORM_NORM_02_014.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_014.png,gemini-3-pro-image,success,2026-05-30T22:18:51.913760
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",15,nano_NORM_NORM_02_015.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_015.png,gemini-3-pro-image,success,2026-05-30T22:19:21.028389
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",16,nano_NORM_NORM_02_016.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_016.png,gemini-3-pro-image,success,2026-05-30T22:20:58.465156
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",17,nano_NORM_NORM_02_017.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_017.png,gemini-3-pro-image,success,2026-05-30T22:21:29.687208
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",18,nano_NORM_NORM_02_018.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_018.png,gemini-3-pro-image,success,2026-05-30T22:23:37.931802
NORM,NORM_02,"Medical ECG strip showing a healthy adult heart rhythm. Normal axis, regular rate around 65 bpm, clear P-QRS-T morphology visible across all 12 leads including limb leads I II III aVR aVL aVF and precordial leads V1 through V6. Clinical paper printout format.",19,nano_NORM_NORM_02_019.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_02_019.png,gemini-3-pro-image,success,2026-05-30T22:24:17.853760
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",0,nano_NORM_NORM_03_000.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_000.png,gemini-3-pro-image,success,2026-05-30T22:25:00.730957
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",1,nano_NORM_NORM_03_001.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_001.png,gemini-3-pro-image,success,2026-05-30T22:25:53.285102
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",2,nano_NORM_NORM_03_002.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_002.png,gemini-3-pro-image,success,2026-05-30T22:26:25.033884
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",3,nano_NORM_NORM_03_003.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_003.png,gemini-3-pro-image,success,2026-05-30T22:28:02.086346
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",4,nano_NORM_NORM_03_004.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_004.png,gemini-3-pro-image,success,2026-05-30T22:29:25.289252
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",5,nano_NORM_NORM_03_005.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_005.png,gemini-3-pro-image,success,2026-05-30T22:30:38.446625
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",6,nano_NORM_NORM_03_006.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_006.png,gemini-3-pro-image,success,2026-05-30T22:31:11.108288
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",7,nano_NORM_NORM_03_007.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_007.png,gemini-3-pro-image,success,2026-05-30T22:31:43.407320
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",8,nano_NORM_NORM_03_008.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_008.png,gemini-3-pro-image,success,2026-05-30T22:32:32.354116
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",9,nano_NORM_NORM_03_009.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_009.png,gemini-3-pro-image,success,2026-05-30T22:34:20.573694
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",10,nano_NORM_NORM_03_010.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_010.png,gemini-3-pro-image,success,2026-05-30T22:35:02.277186
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",11,nano_NORM_NORM_03_011.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_011.png,gemini-3-pro-image,success,2026-05-30T22:35:30.874024
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",12,nano_NORM_NORM_03_012.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_012.png,gemini-3-pro-image,success,2026-05-30T22:37:09.893861
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",13,nano_NORM_NORM_03_013.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_013.png,gemini-3-pro-image,success,2026-05-30T22:37:41.017030
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",14,nano_NORM_NORM_03_014.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_014.png,gemini-3-pro-image,success,2026-05-30T22:38:21.924009
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",15,nano_NORM_NORM_03_015.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_015.png,gemini-3-pro-image,success,2026-05-30T22:40:02.165601
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",16,nano_NORM_NORM_03_016.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_016.png,gemini-3-pro-image,success,2026-05-30T22:40:47.967293
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",17,nano_NORM_NORM_03_017.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_017.png,gemini-3-pro-image,success,2026-05-30T22:41:23.579835
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",18,nano_NORM_NORM_03_018.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_018.png,gemini-3-pro-image,success,2026-05-30T22:43:01.916030
NORM,NORM_03,"12-lead electrocardiogram of a normal healthy heart. Sinus rhythm 75 bpm, isoelectric baseline, no ST changes, normal QRS complexes in all leads. Standard ECG paper background with millimeter grid, hospital cardiology department printout.",19,nano_NORM_NORM_03_019.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_03_019.png,gemini-3-pro-image,success,2026-05-30T22:43:32.764577
NORM,NORM_04,"Electrocardiogram showing perfectly normal cardiac electrical activity. Rate 68 bpm, consistent RR intervals, P wave axis normal, QRS axis between 0 and 90 degrees, T waves concordant with QRS. Standard 25mm per second paper speed, 10mm per millivolt calibration.",0,nano_NORM_NORM_04_000.png,C:\Users\taimo\OneDrive\Documents 1\work\ecg-synthetic-research\data\rendered\imagen\NORM\nano_NORM_NORM_04_000.png,gemini-3-pro-image,success,2026-05-30T22:45:20.998123
